ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
993,M488,,231-249 EAST 56 STREET CONSOLIDATED LOCATION,,231-249 EAST 56 STREET,M,2,2015,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,0,7,2,6,0,10C,2001-2500,1.69,7.16,17.44,3.63,3.94
994,M490,03M283,Manhattan Theatre Lab High School,M283,122 AMSTERDAM AVENUE,M,3,NaN,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
995,M490,03M299,"High School for Arts, Imagination and Inquiry",M299,122 AMSTERDAM AVENUE,M,3,426,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
996,M490,03M307,"Urban Assembly School for Media Studies, The",M307,122 AMSTERDAM AVENUE,M,3,403,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
997,M490,03M492,"High School for Law, Advocacy and Community Justic",M492,122 AMSTERDAM AVENUE,M,3,501,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
998,M490,03M494,High School of Arts and Technology,M494,122 AMSTERDAM AVENUE,M,3,576,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
999,M490,03M541,Manhattan / Hunter Science High School,M541,122 AMSTERDAM AVENUE,M,3,443,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1000,M490,,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,122 AMSTERDAM AVENUE,M,3,2349,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,6,"Manhattan Theatre Lab High School |  High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",1,5,33,3,1,10C,2001-2500,1.69,7.16,17.44,3.63,3.94
1001,M495,04M495,Park East High School,M495,230 EAST 105 STREET,M,4,404,,1,Park East High School,0,1,2,0,1,3C,251-500,0.27,0.90,1.67,0.63,0.44
1002,M501,84M341,HCZ PROMISE ACADEMY II CHARTER SCHOOL(MN),M341,2005 MADISON AVENUE,M,5,892,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1003,M501,05M157,The Urban Assembly School for Global Commerce,M157,2005 MADISON AVENUE,M,5,206,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1004,M501,05M469,Choir Academy of Harlem,M469,2005 MADISON AVENUE,M,5,33,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1005,M501,,2005 MADISON AVENUE CONSOLIDATED LOCATION,,2005 MADISON AVENUE,M,5,1131,2005 MADISON AVENUE CONSOLIDATED LOCATION,3,The Urban Assembly School for Global Commerce|  Choir Academy of Harlem|  Harlem Children's Zone Promise Academy II Charter|   2005 MADISON AVENUE CONSOLIDATED LOCATION,1,3,2,1,2,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1006,M506,03M505,Edward A. Reynolds West Side High School,M505,140 WEST 102 STREET,M,3,535,,1,Edward A. Reynolds West Side High School,1,3,7,3,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1007,M510,01M458,Forsyth Satellite Academy,M458,198 FORSYTH STREET,M,1,215,198 FORSYTH STREET CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1008,M510,01M650,Cascades High School,M650,198 FORSYTH STREET,M,1,233,198 FORSYTH STREET CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1009,M510,,198 FORSYTH STREET CONSOLIDATED LOCATION,,198 FORSYTH STREET,M,1,448,198 FORSYTH STREET CONSOLIDATED LOCATION,2,Forsyth Satellite Academy |  Cascades High School |  198 FORSYTH STREET CONSOLIDATED LOCATION,0,5,3,4,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1010,M520,02M135,The Urban Assembly School for Emergency Management,M135,411 PEARL STREET,M,2,257,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1011,M520,02M280,Manhattan Early College School for Advertising,M280,411 PEARL STREET,M,2,191,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1012,M520,02M282,Urban Assembly Maker Academy,M282,411 PEARL STREET,M,2,199,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1013,M520,02M520,Murry Bergtraum High School for Business Careers,M520,411 PEARL STREET,M,2,598,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1014,M520,,411 PEARL STREET CONSOLIDATED LOCATION,,411 PEARL STREET,M,2,1245,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,1,9,26,3,4,6C,1001-1250,0.57,2.12,3.64,1.39,1.05
1015,M528,06M528,I.S. 528 Bea Fuller Rodgers School,M528,180 WADSWORTH AVENUE,M,6,206,,1,I.S. 528 Bea Fuller Rodgers School,0,2,2,1,1,2C,1-250,0.24,0.71,1.71,0.51,0.32
1016,M535,02M288,Food and Finance High School,M288,525 WEST  50TH STREET,M,2,410,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1017,M535,02M296,High School of Hospitality Management,M296,525 WEST  50TH STREET,M,2,402,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1018,M535,02M300,"Urban Assembly School of Design and Construction,",M300,525 WEST  50TH STREET,M,2,400,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1019,M535,02M303,"Facing History School, The",M303,525 WEST  50TH STREET,M,2,409,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1020,M535,02M542,Manhattan Bridges High School,M542,525 WEST  50TH STREET,M,2,510,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1021,M535,,525 WEST  50TH STREET CONSOLIDATED LOCATION,,525 WEST  50TH STREET,M,2,2131,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",1,5,15,4,2,10C,2001-2500,1.69,7.16,17.44,3.63,3.94
1022,M540,06M540,A. Philip Randolph Campus High School,M540,443 WEST 135 STREET,M,6,1438,,1,A. Philip Randolph Campus High School,3,8,14,6,4,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1023,M600,02M600,The High School of Fashion Industries,M600,225 WEST  24 STREET,M,2,1798,,1,The High School of Fashion Industries,2,8,17,7,3,9C,1751-2000,0.90,3.50,7.25,2.55,1.45
1024,M615,02M376,NYC iSchool,M376,131 AVENUE OF THE AMERICAS,M,2,457,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1025,M615,02M615,Chelsea Career and Technical Education High School,M615,131 AVENUE OF THE AMERICAS,M,2,435,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1026,M615,,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,,131 AVENUE OF THE AMERICAS,M,2,892,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,1,2,6,3,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1027,M620,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,M427,111 EAST  33RD STREET,M,2,288,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1028,M620,02M432,Murray Hill Academy,M432,111 EAST  33RD STREET,M,2,290,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1029,M620,02M500,Unity Center for Urban Technologies,M500,111 EAST  33RD STREET,M,2,301,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1030,M620,84M351,SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS(MS),M351,111 EAST  33RD STREET,M,2,1170,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
1031,M620,,111 EAST  33RD STREET CONSOLIDATED LOCATION,,111 EAST  33RD STREET,M,2,2049,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,1,5,13,4,2,10C,2001-2500,1.69,7.16,17.44,3.63,3.94
1032,M625,02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,M139,439 WEST 49TH STREET,M,2,282,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1033,M625,02M393,BUSINESS OF SPORTS SCHOOL,M393,439 WEST 49TH STREET,M,2,448,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1034,M625,02M507,Urban Assembly Gateway School for Technology,M507,439 WEST 49TH STREET,M,2,472,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1035,M625,02M625,High School of Graphic Communication Arts,M625,439 WEST 49TH STREET,M,2,144,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1036,M625,84M170,Success Academy Hell's Kitchen,M170,439 WEST 49TH STREET,M,2,324,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1037,M625,,439 WEST 49TH STREET CONSOLIDATED LOCATION,,439 WEST 49TH STREET,M,2,1670,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,0,4,8,3,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54
1038,M641,02M560,High School M560 - City As School,M560,16 CLARKSON STREET,M,2,612,16 CLARKSON STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1039,M641,75M501,Home Instruction,M501,250 WEST HOUSTON STREET,M,2,68,250 WEST HOUSTON STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1040,M641,75M721,P.S. M721 - Manhattan Occupational Training Center,M721,250 WEST HOUSTON STREET,M,2,178,250 WEST HOUSTON STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1041,M641,,16 CLARKSON STREET STREET CONSOLIDATED LOCATION,,250 WEST HOUSTON STREET,M,2,858,16 CLARKSON STREET STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,3,2,3,3,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1042,M645,02M655,Life Sciences Secondary School,M655,320 EAST  96 STREET,M,2,616,,1,Life Sciences Secondary School,2,5,17,4,3,4C,501-750,0.28,1.11,1.74,0.75,0.53
1043,M660,02M413,School of the Future High School,M413,127 EAST  22 STREET,M,2,747,,1,School of the Future High School,1,2,1,3,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1044,M661,02M575,Manhattan Comprehensive Night and Day High School,M575,240 2 AVENUE,M,2,745,,1,Manhattan Comprehensive Night and Day High School,2,3,1,2,3,4C,501-750,0.28,1.11,1.74,0.75,0.53
1045,M751,75M751,Manhattan School for Career Development,M751,113 EAST  4TH STREET,M,1,192,,1,Manhattan School for Career Development,0,1,1,0,1,2C,1-250,0.24,0.71,1.71,0.51,0.32
1046,M807,02M586,Harvey Milk High School,M586,2-10 ASTOR PLACE,M,2,61,,1,Harvey Milk High School,0,0,8,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32
1047,M812,05M692,"High School for Mathematics, Science and Engineeri",M692,240 CONVENT AVE,M,5,475,,1,"High School for Mathematics, Science and Engineeri",0,0,0,0,0,3C,251-500,0.27,0.90,1.67,0.63,0.44
1048,M814,06M346,Community Health Academy of the Heights,M346,504 WEST 158TH STREET,M,6,645,,1,Community Health Academy of the Heights,0,1,1,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53
1049,M816,02M527,PS 527 - East Side School for Social Action,M527,323 EAST 91 STREET,M,2,231,,1,PS 527 - East Side School for Social Action,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32
1050,M824,02M418,Millennium High School,M418,75 BROAD STREET,M,2,641,,1,Millennium High School,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53
1051,M833,02M489,High School of Economics and Finance,M489,100 TRINITY PLACE,M,2,761,,1,High School of Economics and Finance,1,5,1,4,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82
1052,M834,02M400,High School for Environmental Studies,M400,444 WEST 56 STREET,M,2,1259,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A
1053,M834,02M544,Independence High School,M544,850 10TH AVENUE,M,2,314,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1054,M834,79M973,Restart Academy,M973,444 WEST 56 STREET,M,2,481,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1055,M834,,444 WEST 56 STREET CONSOLIDATED LOCATION,,444 WEST 56 STREET,M,2,2054,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,0,6,13,1,3,10C,2001-2500,1.69,7.16,17.44,3.63,3.94
